name,sub_title,brand,model,color,price,currency,availability,description,avg_rating,review_count,available_sizes
Jordan,Little Kids' T-Shirt and Shorts Set,Nike,14285325,Light Smoke Grey,34.97,USD,InStock,"COMFORT MEETS ITS MATCH.The Jordan T-Shirt and Shorts Set includes a soft T-Shirt and matching shorts for an easy everyday outfit.BenefitsThe t-shirt is made with soft, knit fabric.Shorts have a stretch waistband for a comfortable fit.Product DetailsStandard fit for a relaxed, easy feel.T-Shirt: 60% Cotton, 40% Polyester. Shorts: 100% PolyesterMachine WashImportedShown: Light Smoke GreyStyle: 85B316-G6U",0.0,0.0,4 | 6 | 7
Nike Air Max 90 SE,Men's Shoes,Nike,13823256,Black/Scream Green/Summit White/Obsidian,119.97,USD,InStock,"COMFORT AND HERITAGE.Max Air changed the game in ’87. Now, we honor its emerald anniversary (35 years!) with the Nike Air Max 90 SE. Emerald graphics and colors highlight this big landmark, while its classic Waffle outsole and exposed Air cushioning keep you living the legacy in comfort.BenefitsOriginally designed for performance running, the Max Air unit in the heel adds unbelievable cushioning.Padded, low-top collar looks sleek and feels comfortable.Rubber Waffle outsole adds a heritage look, traction and durability.Stitched overlays and plastic accents on the heel and eyestays add durability, comfort and an iconic look.Product DetailsFoam midsole for a soft feelShown: Black/Scream Green/Summit White/ObsidianStyle: DN4155-001Nike Air Max OriginsRevolutionary Air technology first made its way into Nike footwear in 1978. In 1987, the Air Max 1 debuted with visible Air technology in its heel, allowing fans more than just the feel of Air cushioning—suddenly they could see it. Since then, next-generation Air Max shoes have become a hit with athletes and collectors by offering striking color combinations and reliable, lightweight cushioning.",4.8,31.0,6 | 6.5 | 7 | 7.5 | 8 | 8.5 | 9 | 10
Nike Dri-FIT Athletic Arch Jersey (NFL Pittsburgh Steelers),Men's Pullover Hoodie,Nike,1007647981,Black/Gold,100.0,USD,InStock,"COMFORTABLY DISPLAY YOUR TEAM PRIDE.The Nike Dri-FIT Athletic Arch Jersey (NFL Pittsburgh Steelers) Hoodie has sweat-wicking fabric with team graphics across the chest and down the sleeve to provide a bold, warm layer that helps keep you dry during football season.BenefitsNike Dri-FIT technology helps you stay dry, comfortable and focused.Fleece lining helps retain warmth.Product DetailsHood with adjustable drawstringFront pocket85% recycled polyester/15% elastaneMachine washImportedShown: Black/GoldStyle: NS53057Y7L-5UC",0.0,0.0,Unavailable
Sylvia Fowles Lynx Explorer Edition,Nike Dri-FIT WNBA Victory Jersey,Nike,13197305,Court Blue/College Navy,100.0,USD,InStock,"MERCILESS COLD.The embodiment of toughness and persistence in the face of merciless cold, the Minnesota Lynx’s Nike Explorer Edition Jersey shows the state’s true spots—fierce dappled details nod to the stealthy nimbleness of wild cats, while an icy blue background stands strong for the Midwest’s frigid winters. This product is made with 100% recycled polyester fibers.Fly FabricDouble-knit mesh fabric feels soft and lightweight. Dri-FIT technology helps keep you dry and comfortable.Explorer JerseyThe WNBA Explorer Edition jersey is part of the WNBA's new lineup of uniforms. It reps the team's home and bold primary colors.Product DetailsLoose fit for a roomy feelRibbed neckline and armholesSewn-on jock tagHeat-applied graphics100% polyesterMachine washImportedShown: Court Blue/College NavyStyle: DC9573-476",0.0,0.0,XS (0–2) | S (4–6) | M (8–10) | L (12–14) | XL (16–18) | 2XL (20–22)
Nike Air,Big Kids' (Boys') Pullover Hoodie,Nike,13810968,Black/Black/Light Bone,34.97,USD,InStock,"BIG AIR + COZY COMFORT.Grab the hoodie that feels sporty and layers easily with almost anything. Supersoft fleece combines with mesh lining for a warm and breathable design from playtime to schooltime.BenefitsSupersoft fleece has a fuzzy feel against your body for extra warmth.Mesh lining in the hood and pockets brings extra breathability.Side pockets hold small items or keep your hands warm.Product DetailsStandard fit for a relaxed, easy feelSide pocketsRibbed cuffs and hemReflective detailsBody: 80% cotton/20% polyester. Rib: 98% cotton/2% spandex. Pocket bags/Hood lining: 100% cotton.Machine washImportedNot intended for use as Personal Protective Equipment (PPE)Shown: Black/Black/Light BoneStyle: DM8109-010",0.0,0.0,XS | XL
Paris-Saint Germain 2021/22 Stadium Third,Big Kids' Nike Dri-FIT Soccer Jersey,Nike,13355240,Black/Dark Grey/White/Siren Red,75.0,USD,OutOfStock,"YOUR TEAM. YOUR COLORS.Like other jerseys from our Stadium collection, the Paris Saint-Germain Jersey pairs replica design details with sweat-wicking fabric to give you a game-ready look inspired by your favorite team. This product is made with at least 75% recycled polyester fibers.Stay DryBreathable fabric with Nike Dri-FIT technology moves sweat away from your skin for quicker evaporation, helping you stay dry and comfortable.Elite InspirationReplica design is modeled after what the pros wear on the field.Product DetailsStandard fit for a relaxed, easy feel100% polyesterMachine washImportedShown: Black/Dark Grey/White/Siren RedStyle: DB6245-011",0.0,0.0,Unavailable
Nike Dri-FIT City Connect Striped (MLB San Francisco Giants),Men's Polo,Nike,14225362,White,65.0,USD,InStock,"BUILT FOR COMFORT.Performance meets comfort in the Nike Dri-FIT City Connect Striped (MLB San Francisco Giants) Polo. It's designed with a stripe pattern and a woven team label that helps you comfortably support your favorite MLB squad.BenefitsNike Dri-FIT technology helps you stay dry, comfortable and focused.Nike Breathe fabric helps you stay dry and cool.Product Details100% polyesterMachine washImportedShown: WhiteStyle: NACE824WGIA-1M5",0.0,0.0,S | M | L | XL | 2XL
Nike Team (NFL Buffalo Bills),Men's Tank Top,Nike,1000134516,Charcoal Heather/Red,35.0,USD,InStock,SUMMERTIME CLASSIC.The Nike Team (NFL Buffalo Bills) Tank Top sets you up with soft tri-blend fabric and bold team details for warm-weather comfort and a spirited look.Product Details50% polyester/25% cotton/25% rayonMachine washImportedShown: Charcoal Heather/RedStyle: NKZBEA1681-0ZP,0.0,0.0,XL | 2XL
Nike Pro,Men's Tights,Nike,12721122,White/Black,24.97,USD,OutOfStock,"LAYER IN SUPPORTIVE STRETCH.The Nike Pro Tights give you a high-stretch layer of support so you can focus on your workout.SupportiveTight fabric feels snug and compressive for support and comfort as you move.Sweat WickingNike Dri-FIT technology moves sweat from your skin for quicker evaporation—helping you stay dry, comfortable and focused.BreathableThe back of the waistband is made to be breathable to help keep you cool when you layer the tights under shorts.Product DetailsTight fit for a body-hugging feelBody: 90-93% polyester/7-10% spandex. Mesh: 92% polyester/8% spandex.Material percentages may vary depending on color. Check label for actual content.Machine washImportedShown: White/BlackStyle: BV5641-100",4.3,152.0,Unavailable
Nike SFB Gen 2 8”,Tactical Boot,Nike,11825513,Black/Black/Black,140.0,USD,InStock,"SECOND GENERATION PROTECTION.Made with durable nylon canvas and synthetic leather, the Nike SFB Gen 2 8” is a lightweight tactical boot designed for speed and flexibility over rough terrain. Inspired by Nike Free technology, the flexible sole is equipped with an aggressive traction pattern for multi-surface grip and an internal rock shield to help prevent punctures.BenefitsPolishable synthetic leather and nylon canvas provide durability and breathability.Dual-zone lacing integrates with a durable webbing system for enhanced stability and a locked-in fit.Metal screen vents on the medial side help keep your foot cool.Reinforced stitch and rubber at the toe add durability.Foam midsole gives you lightweight cushioning.Internal rock shield helps prevent punctures and reduce pressure.Rubber outsole with reinforced heel strike zone offers durable traction on a variety of surfaces.Shallow flex grooves are anatomically placed to let your foot move naturally while preventing debris from sticking.Sawtooth design at the arch provides additional grip.Product DetailsOutsole inspired by Nike Free technologyRemovable sockliner8"" collarHeel pull tabWeight: 16.4 ounces (men’s size 10.5)Shown: Black/Black/BlackStyle: 922474-001SFB OriginsThe SFB collection honors Nike co-founder Bill Bowerman and his WWII service. Upon his return, he became the head track and field coach at his alma mater, the University of Oregon, where he began creating high-performance footwear for his athletes. Just like Bowerman, everything in the SFB collection is field-proven and dedicated to athletes.",3.8,28.0,M 6 / W 7.5 | M 6.5 / W 8 | M 7 / W 8.5 | M 7.5 / W 9 | M 8 / W 9.5 | M 8.5 / W 10 | M 9 / W 10.5 | M 9.5 / W 11 | M 10 / W 11.5 | M 10.5 / W 12 | M 11 / W 12.5 | M 11.5 / W 13 | M 12 / W 13.5 | M 12.5 / W 14 | M 13 / W 14.5 | M 14 / W 15.5 | M 15 / W 16.5
Nike Air Force 1 '07 LV8,Men's Shoes,Nike,14085521,Black/Iron Grey/White/Black,130.0,USD,InStock," Bring your flair for the theatrical and let these wrestling-inspired AF1s do all the talking. The extravagant design pairs smooth leather with cracked leather, and the championship belt dubrae gives any outfit the edge while you rep your 'never give up' mentality.BenefitsRaw, ready for the streets and taking you to the top, these AF1s include a championship wrestling belt dubrae and premium ringside materials.From tough stitching to pristine materials to the cupsole design, it delivers durable style that’s smoother than backboard glass.Originally designed for performance hoops, the Air cushioning delivers lasting comfort while the padded ankle and tongue add to the soft ride.Padded, low-cut collar looks sleek and feels comfortable.Rubber outsole adds traction and durability.Shown: Black/Iron Grey/White/BlackStyle: DR9866-001Air Force 1Debuting in 1982 as a basketball must-have, the Air Force 1 came into its own in the '90s. The clean look of the classic white-on-white AF1 was endorsed from the basketball courts to the block and beyond. Finding its rhythm in hip-hop culture, releasing limited collabs and colorways, Air Force 1 became an iconic sneaker around the globe. And with over 2000 iterations of this staple, its impact on fashion, music and sneaker culture can’t be denied.",0.0,0.0,9 | 9.5 | 10 | 10.5
Nike,Toddler Top and Leggings Set,Nike,12912184,Multi-Color/Lavender Mist,36.97,USD,OutOfStock,FOR LITTLE ONES THAT SPARKLE.The Nike Set features a long-sleeve tunic top and stretch jersey leggings adorned with sparkling graphics that add a touch of shine to any day.BenefitsLightweight fleece is soft and warm.Snap closures along the inner back make dressing and changing easy.Product DetailsTop: 60% polyester/40% cotton. Leggings: 95% polyester/5% elastane.Machine WashImportedShown: Multi-Color/Lavender MistStyle: 26F837-P5R,5.0,1.0,Unavailable
Nike Heritage86 (MLB Yankees),Adjustable Cap,Nike,12934551,White,21.97,USD,OutOfStock,"REPRESENT YOUR TEAM.Show pride for your side in the Nike Heritage86 (MLB Yankees) Cap. It's made from cotton twill with a pre-curved bill and is unstructured for a more relaxed fit, so you can rep your team in comfort all season long.BenefitsCotton twill crown provides a soft, comfortable feel.Adjustable strap in back offers a custom fit.Product Details6-panel construction100% cottonHand washImportedShown: WhiteStyle: CZ2904-100",0.0,0.0,Unavailable
Nike Essential,Ball Pump,Nike,12402528,Black/Black/White,12.0,USD,InStock,"A MUST-HAVE WHEN YOU'RE ON THE GO.The Nike Essential Ball Pump features a compact design with an attached hose that's easy to take wherever you go. Efficient pump compression helps you fill balls fast, so you can get out there and play your best.Product DetailsIncludes 1 needleMaterials: 83% acrylonitrile-butadiene-styrene copolymer/8% rubber/5% thermoplastic elastomer/3% zinc alloy/1% nylonImportedShown: Black/Black/WhiteStyle: NKJ01-027",4.7,316.0,Unavailable
Nike,Women's Twist Mesh Headband,Nike,13974876,White/Black,15.97,USD,InStock,"AN ESSENTIAL FOR YOUR WORKOUT.Made to keep your hair out of your face, the Nike Headband features a twisted knot design with 2 soft, comfortable fabrics that breathe to keep you cool.Product Details46% polyester/42% nylon/12% spandexHand washImportedShown: White/BlackStyle: N1004551-127",0.0,0.0,Unavailable
Heat Heritage86,Nike Dri-FIT NBA Cap,Nike,12925694,Tough Red/Sundial,30.0,USD,OutOfStock,"CLASSIC COMFORT WITH TEAM IDENTITY.Highlight your Miami Heat pride with this Heritage86 Nike NBA Cap. It's made from lightweight, sweat-wicking material and has a low, unstructured crown with a curved bill. The front uses a high-density team appliqué. This product is made with at least 75% recycled polyester fabric.BenefitsLightweight polyester fabric with Dri-FIT technology helps you stay dry and comfortable.The strap closure in back features black, enameled metal hardware.A high-density team crest appliqué is bonded along the front panels.Product DetailsEmbroidered Swoosh designBody: 100% recycled polyester. Front Panel Lining: 65% polyester/35% cotton.Spot cleanImportedShown: Tough Red/SundialStyle: CW5960-608",0.0,0.0,Unavailable
Nike 8-Pound ,Strength Training Ball,Nike,10133506,Black,26.97,USD,OutOfStock,"CORE STRENGTH AND FLEXIBILITYThe Nike 8-Pound Strength Training Ball provides a full-body workout and features a durable PU coating designed for increased grip and tackiness.BenefitsHeavy-duty coated PU material increases grip and tackiness for better controlImproves core strength, balance, coordination and flexibilityProduct DetailsIdeal for upper and lower body exercisesMaterials: 96% rubber/2% EVA/1% PU/1% polyesterImportedShown: BlackStyle: NEW05-010",5.0,1.0,Unavailable
Club América,Men's Coaches' Jacket,Nike,13857220,Black/White,78.97,USD,OutOfStock,"REP CLUB AMÉRICA.This jacket has a reversible design with hand-drawn graphics inspired by the energy of Mexico City and Los Angeles—home to some of the most loyal Club América fans.Stay DryWater-repellent finish helps keep you dry in wet weather.2 Looks in 1Fleece on 1 side, smooth woven fabric on the other, this style is 2 jackets in 1.Product DetailsStandard fit for a relaxed, easy feelSnapping buttons for personalized coverageDrawcord at hemSide pocketsBody: 100% nylon. Lining: 100% polyester.Machine washImportedShown: Black/WhiteStyle: DC2173-010",0.0,0.0,Unavailable
Nike Sportswear,Women's High-Rise Fleece Dance Shorts,Nike,14021761,Black,38.97,USD,InStock," Whether you wear them before, during or after dance practice, the soft fleece and roomy fit of these shorts will keep you feeling cozy and comfortable. A high-rise elastic waistband with drawcord sits at your belly button for a secure fit.BenefitsHeavyweight fleece is brushed on the back, giving the inside a soft, fuzzy feel and the face a smooth, premium look.High-rise elastic waistband hits at the belly button, while a drawcord allows you to dial in your perfect fit.Roomy through the hip and thigh, the longer cut is relaxed and comfortable.Product DetailsLoose fit for a roomy feelBody: 80% cotton/20% polyester. Pocket bags: 100% cotton.Machine washImportedShown: BlackStyle: DV0334-010",0.0,0.0,Unavailable
Nike College (Georgia),Women's Cropped T-Shirt,Nike,14060536,University Red,35.0,USD,InStock, You know exactly who your team is. Make sure everyone else does in the Georgia T-Shirt. It has a large school logo on a casual cut to show your unmistakable Bulldogs pride.Product DetailsLoose fit for a roomy feel100% cottonMachine washImportedShown: University RedStyle: DR7469-657,0.0,0.0,Unavailable
Charlotte Hornets,Men's Jordan NBA T-Shirt,Nike,14051928,White,35.0,USD,InStock," Celebrate your favorite squad in this soft Charlotte Hornets tee. It's marked with oversized block graphics on the chest to pay tribute to your team.Product DetailsStandard fit for a relaxed, easy feel50–100% cotton/0–50% polyesterMaterial percentages may vary. Check label for actual content.Machine washImportedShown: WhiteStyle: DR6708-100",0.0,0.0,XS | S | M | L | XL | 2XL | 3XL
Nike College (Tennessee),Men's Shorts,Nike,13810818,Bright Ceramic/White,24.97,USD,InStock," Stay true to the Volunteers in the cool comfort of the Nike College Tennessee Shorts. Lightweight, breathable fabric wicks sweat to help keep you in the game when things start to heat up. This product is made with at least 75% recycled polyester fibers.BenefitsLightweight mesh fabric lets your skin breathe to help keep you cool.Product DetailsStandard fit for a relaxed, easy feelElastic waistband with drawcordSide pockets100% polyesterMachine washImportedShown: Bright Ceramic/WhiteStyle: DN0189-873",0.0,0.0,XL
Nike Court Naomi Osaka Collection,Printed Tennis T-Shirt,Nike,13925196,Citron Tint,30.97,USD,InStock,"GOOD VIBES ONLY.Naomi Osaka leads with kindness, strength and authenticity. Designed to inspire joy and celebrate her eternal optimism, the abstract graphics and vibrant-yet-soothing colors on the Naomi Osaka T-Shirt are inspired by NO's evolution as both an athlete and an activist.Product DetailsLoose fit for a roomy feelNaomi Osaka logo100% cottonMachine washImportedShown: Citron TintStyle: DQ0622-821",0.0,0.0,XS | S | M | L | XL | 2XL
Nike College Dri-FIT Coach (Duke),Men's Shorts,Nike,12571936,Black/White/White,45.0,USD,OutOfStock,"SWEAT-WICKING COMFORT FOR THE STANDS.Designed to fit the needs of coaches on the practice field, the Nike College Dri-FIT Coach (Duke) Shorts are made with sweat-wicking technology to help keep you dry and comfortable on game day or any day.BenefitsNike Dri-FIT technology helps keep you dry, comfortable and focused.Elastic, adjustable waistband lets you customize the fit.Product DetailsStandard fit for a relaxed, easy feelSide pockets100% polyesterMachine washImportedShown: Black/White/WhiteStyle: AR6879-010",0.0,0.0,Unavailable
Nike Overview (MLB Philadelphia Phillies),Men's 1/2-Zip Jacket,Nike,14226497,White,110.0,USD,InStock,"PERFECT FOR OUTDOOR WEAR.The Nike Overview (MLB Philadelphia Phillies) Jacket enhances an outdoor essential with a team-inspired design and a ventilated back panel. The weather-resistant polyester is detailed with a two-tone color scheme with team graphics on the chest and sleeve.Product DetailsScuba hood with drawstringLoose, relaxed fit100% polyesterMachine washImportedShown: WhiteStyle: NMMT061NPP-00U",0.0,0.0,2XL
Nike,Little Kids' High-Waisted Leggings,Nike,13434061,Hyper Pink,12.97,USD,OutOfStock,STRETCHY COMFORT.The Nike Leggings are soft and stretch-tastic so little ones can move free and easy all day.BenefitsStretchy fabric feels snug and supportive.Elastic waistband gives a secure fit.Product Details82% nylon/18% elastaneMachine washImportedShown: Hyper PinkStyle: 36H453-A96,0.0,0.0,Unavailable
Nike Dri-FIT Performance Select,Big Kids’ (Boys’) Crew-Neck Training Sweatshirt,Nike,14040741,Black Heather/Black/Heather/Black,58.0,USD,InStock," Feel like a star in this soft and warm sweatshirt. Powered by sweat-wicking fabric, it helps you stay dry and comfortable so you can get out there and keep moving.BenefitsNike Dri-FIT technology moves sweat away from your skin for quicker evaporation, helping you stay dry and comfortable.Ribbed cuffs and hem help hold this sweatshirt in place as you move.Product DetailsStandard fit for a relaxed, easy feel80% polyester/20% cottonMachine washImportedShown: Black Heather/Black/Heather/BlackStyle: DQ8813-032",0.0,0.0,S | M | L | XL
Air Jordan 1 Low SE,Big Kids' Shoes,Nike,14087763,Psychic Blue/Vivid Green/Safety Orange/Sail,95.0,USD,InStock," Inspired by the original that debuted in 1985, this low-top AJ1 offers a clean, classic look that's familiar yet always fresh. It's made for casual mode, with a nature-inspired stich design that's a breath of fresh air.BenefitsEncapsulated Air-Sole unit provides lightweight cushioning.Genuine leather in the upper offers durability and a premium look.Solid rubber outsole enhances traction on a variety of surfaces.Shown: Psychic Blue/Vivid Green/Safety Orange/SailStyle: DO8227-400",0.0,0.0,3.5Y | 4Y | 4.5Y | 5Y | 5.5Y | 6Y | 6.5Y | 7Y
Air Jordan XXXVI Low Luka PF,Men's Basketball Shoes,Nike,13828097,Laser Blue/Electro Purple/Pink Prime/Electric Green,175.0,USD,InStock," From the perimeter to the hoop, take the court with confidence. This is one of the lightest Air Jordan game shoes to date, with a minimal but durable leno-weave upper reinforced with tough plastic details. Meanwhile, Zoom Air cushioning delivers energy return and elite responsiveness. The game asks for everything—now you have the shoe to match.Light Feel, Big EnergyA full-length Zoom Air Strobel unit is stitched directly to the upper, sitting right under your foot to minimize weight. It's paired with an energy-returning Zoom Air unit stacked underneath the forefoot for an extra burst of responsiveness off the dribble.Secure for TakeoffHigh collar and top eyelets provide side-to-side stability, whether you're cutting off the ball or taking off to finish.Lightning QuickThe multidirectional XDR outsole provides stop-and-go traction for players who stay on their toes and use quickness to get to their spots.More BenefitsSee-through leno-weave upper is strong and ultra-lightweight.Wraparound ribbon of plastic helps to reinforce the materials.Lace lock is inspired by the Air Jordan 6.Shown: Laser Blue/Electro Purple/Pink Prime/Electric GreenStyle: DN4195-430",0.0,0.0,M 7 / W 8.5 | M 7.5 / W 9 | M 8 / W 9.5 | M 8.5 / W 10 | M 9 / W 10.5 | M 9.5 / W 11 | M 10 / W 11.5 | M 10.5 / W 12 | M 11 / W 12.5
Nike,Kids' Scrunchie,Nike,13759749,Black,9.97,USD,OutOfStock,"THROWBACK YOUR HAIR.Get that throwback look with the Nike Scrunchie. A comfortable covered band holds your hair securely. The fabric has a hint of shine.Product DetailsWidth: 2.37""85% polyester/12% spandex/3% rubberImportedShown: BlackStyle: N1003665-090",0.0,0.0,Unavailable
Nike Offline Pack,Men's Shoes,Nike,13824254,Light Smoke Grey/Flat Pewter/Grey Fog/Iron Grey,92.97,USD,InStock,"SLEEPING BAGS FOR YOUR FEET.Get ready for a sensory experience like no other—the ergonomic design, pillowy upper and comfort insole give your feet a place to relax while you get your 10,000 steps. A textile upper features soft, pillowy fabrics while the stitching details create a puffer aesthetic.BenefitsRubber outsole adds traction and durability.Unique lacing system lets you customize your fit.Padded, low-cut collar looks sleek and feels comfortable.Product Details""NIKE"" on toePull tab on heelNot intended for use as Personal Protective Equipment (PPE)Shown: Light Smoke Grey/Flat Pewter/Grey Fog/Iron GreyStyle: DJ6230-001",4.8,5.0,8 | 8.5 | 9 | 9.5 | 10 | 10.5 | 11 | 11.5
Nike Dri-FIT Sideline Velocity Lockup (NFL Green Bay Packers),Women's T-Shirt,Nike,1000133890,Green,40.0,USD,OutOfStock,"EXCEPTIONAL COMFORT.The Nike Dri-FIT Sideline Velocity Lockup (NFL Green Bay Packers) T-Shirt combines sweat-wicking technology with a bold team design to help give you a reliable look and feel while on the move.BenefitsNike Dri-FIT technology helps you stay dry, comfortable and focused.Jersey fabric has a soft, lightweight feel.Product Details100% polyesterMachine washImportedShown: GreenStyle: NS183EE7T-63S",0.0,0.0,Unavailable
Philadelphia 76ers,Men's Nike NBA Shorts,Nike,14070026,Rush Blue/White/White,48.0,USD,InStock," Rep your team in the Philadelphia 76ers Shorts, featuring understated squad and league logos. Lightweight mesh keeps things cool and casual—on or off the court.Product DetailsElastic waistband with drawcordNotched hemsSide pockets100% polyesterMachine washImportedShown: Rush Blue/White/WhiteStyle: DN8258-495",0.0,0.0,XS | S | M | L | XL | 2XL | 3XL
Nike Sportswear,Men's Punk Crew,Nike,13015324,Black/Electro Orange,53.97,USD,OutOfStock,"PUT THROUGH THE RINGER.The Nike Sportswear Crew updates a style staple with a frayed, DIY aesthetic. Its heavyweight French terry fabric has a smooth, loopback design that feels soft-yet-sturdy against your skin.DIY DetailsOversized taping and a zigzag stitched graphic add a personalized, imperfect touch. The front graphic honors the photocopy aesthetic popularized by punk zines and fliers.French Terry FleeceFrench terry is a comfortable fabric with a sturdy loopback design and a soft face. Distressing throughout adds a well-worn, well-loved look to the fabric.Stretch Cuffs and HemRibbing at the cuffs and hem help lock in the fit.More BenefitsA metal badge shines bright and shows love for the brand.Product DetailsStandard fit for a relaxed, easy feelBody: 100% cotton. Rib: 97% cotton/3% spandex.Machine washImportedShown: Black/Electro OrangeStyle: CW1794-010",0.0,0.0,Unavailable
Team 31,Women's Nike NBA Cropped T-Shirt,Nike,13450414,Black,35.0,USD,InStock," Show your love for the NBA in this T-shirt. Made with soft cotton, this cropped, loose-fitting tee has graphics inspired by what the pros wear at practice, giving you an insider look.Product DetailsLoose fit for a roomy feelRibbed collarPrinted graphics100% cottonMachine washImportedShown: BlackStyle: DM3240-010",0.0,0.0,XS (0–2) | S (4–6) | M (8–10) | L (12–14) | XL (16–18) | 2XL (20–22)
